window_start,process_execution_frequency,network_connection_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst,network_burst,process_diversity,destination_diversity,process_network_ratio,new_process_ratio,new_destination_ratio,established_ratio,syn_sent_ratio,closed_ratio,ioc_matches,hour,weekday,isolation_forest_anomaly,lof_anomaly,one_class_svm_anomaly,robust_anomaly,ensemble_votes,ensemble_anomaly,risk_score,risk_level
2026-09-11T10:11:00+00:00,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,23,LOW
2026-09-11T10:13:00+00:00,6,0,4,0,0,4,0,0.6666666666666666,0.0,6.0,0.75,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,32,LOW
2026-09-11T10:14:00+00:00,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,23,LOW
2026-09-11T10:19:00+00:00,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,23,LOW
2026-09-11T10:23:00+00:00,0,7,0,5,2,0,3,0.0,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0,10,4,True,False,True,False,2,True,60,HIGH
2026-09-11T10:24:00+00:00,3,1,3,1,1,2,1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,10,4,True,False,True,False,2,True,56,MEDIUM
2026-09-11T10:25:00+00:00,4,3,2,3,1,2,2,0.5,1.0,1.3333333333333333,0.5,1.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,36,MEDIUM
2026-09-11T10:28:00+00:00,11,0,4,0,0,11,0,0.3636363636363636,0.0,11.0,0.75,0.0,0.0,0.0,0.0,0,10,4,True,False,True,True,3,True,90,CRITICAL
2026-09-11T10:31:00+00:00,3,0,3,0,0,2,0,1.0,0.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,26,LOW
2026-09-11T10:32:00+00:00,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,25,LOW
2026-09-11T10:34:00+00:00,0,2,0,1,1,0,2,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,30,LOW
2026-09-11T10:37:00+00:00,2,0,2,0,0,2,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,26,LOW
2026-09-11T10:40:00+00:00,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,23,LOW
2026-09-11T10:41:00+00:00,28,2,25,1,1,14,2,0.8928571428571429,0.5,14.0,0.96,1.0,0.0,0.0,0.0,0,10,4,True,False,True,True,3,True,100,CRITICAL
2026-09-11T10:42:00+00:00,2,2,2,2,1,2,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,36,MEDIUM
2026-09-11T10:48:00+00:00,2,3,2,3,2,2,3,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,0,10,4,True,False,True,False,2,True,66,HIGH
2026-09-11T10:49:00+00:00,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,4,False,False,True,False,1,False,25,LOW
2026-09-11T10:50:00+00:00,13,16,5,3,1,9,16,0.3846153846153846,0.1875,0.8125,1.0,0.6666666666666666,0.0,0.0,0.0,0,10,4,True,False,True,True,3,True,100,CRITICAL
2026-09-11T11:03:00+00:00,4,0,4,0,0,4,0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,11,4,False,False,True,False,1,False,32,LOW
2026-09-11T12:06:00+00:00,4,0,3,0,0,4,0,0.75,0.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,12,4,False,False,True,False,1,False,32,LOW
2026-09-11T12:43:00+00:00,1,0,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,12,4,False,False,True,False,1,False,23,LOW
2026-09-11T12:44:00+00:00,2,0,1,0,0,2,0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,12,4,False,False,True,False,1,False,26,LOW
2026-09-11T12:51:00+00:00,20,21,7,6,3,14,21,0.35,0.2857142857142857,0.9523809523809524,0.8571428571428571,1.0,0.0,0.0,0.0,0,12,4,True,False,True,True,3,True,100,CRITICAL
2026-09-11T12:52:00+00:00,4,3,2,2,1,2,3,0.5,0.6666666666666666,1.3333333333333333,0.5,0.0,0.0,0.0,0.0,0,12,4,True,False,True,False,2,True,66,HIGH
2026-09-11T12:54:00+00:00,2,7,1,4,2,2,7,0.5,0.5714285714285714,0.2857142857142857,0.0,0.75,0.0,0.0,0.0,0,12,4,True,False,True,False,2,True,71,HIGH
2026-09-11T12:56:00+00:00,3,3,3,2,2,2,3,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.0,0.0,0,12,4,True,False,True,False,2,True,66,HIGH
2026-09-11T12:57:00+00:00,12,22,3,7,3,10,20,0.25,0.3181818181818182,0.5454545454545454,1.0,0.7142857142857143,0.0,0.0,0.0,0,12,4,True,False,True,True,3,True,100,CRITICAL
2026-09-11T12:58:00+00:00,4,0,2,0,0,2,0,0.5,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,12,4,False,False,True,False,1,False,26,LOW
2026-09-11T12:59:00+00:00,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,12,4,False,False,True,False,1,False,23,LOW
2026-09-11T13:00:00+00:00,5,0,5,0,0,3,0,1.0,0.0,5.0,0.8,0.0,0.0,0.0,0.0,0,13,4,False,False,True,False,1,False,29,LOW
2026-09-11T13:01:00+00:00,4,2,3,1,1,3,2,0.75,0.5,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,13,4,False,False,True,False,1,False,39,MEDIUM
2026-09-11T13:02:00+00:00,4,0,3,0,0,2,0,0.75,0.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,13,4,False,False,True,False,1,False,26,LOW
2026-09-11T13:03:00+00:00,2,0,1,0,0,1,0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,13,4,False,False,False,False,0,False,3,LOW
2026-09-11T13:04:00+00:00,3,1,3,1,1,2,1,1.0,1.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,13,4,False,False,True,False,1,False,31,LOW
2026-09-11T13:05:00+00:00,2,0,2,0,0,2,0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0,13,4,False,False,False,False,0,False,6,LOW
2026-09-11T13:06:00+00:00,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,4,False,False,True,False,1,False,25,LOW
